,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
942,Jalsa Rayudu,2020,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt12071774,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
943,Mohabbat Ki Kasam,1986,N/A,N/A,-,"Action, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,12,tt0376768,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
944,Mundu,1983,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3429824,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
945,Pasam,1962,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.5,10,tt1473094,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
946,My Birthday Song,2018,N/A,N/A,95 min,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.5,254,tt4335954,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
947,Tatamma Kala,1974,N/A,N/A,158 min,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.2,52,tt0259612,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
948,The Power of Woman: Tezaab,2004,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4332804,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
949,Dharti Mata,1938,N/A,N/A,165 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0273527,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
950,Dream Girl,II 2017,N/A,N/A,141 min,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13086182,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
951,Chath: A Roof Without Walls,2007,N/A,N/A,93 min,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1592735,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
952,Saalai,II 2017,N/A,N/A,94 min,"Adventure, Fantasy, Mystery            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt6680010,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
953,Lacchimdeviki O Lekkundi,2016,N/A,N/A,107 min,"Comedy, Thriller            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,42,tt5389902,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
954,Rani Chandravati,1968,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4709524,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
955,Kirti,1942,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0215905,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
956,Naag Laxmi: The Protector,2001,N/A,N/A,-,Fantasy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4525976,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
957,Case No 130/2016,2018,N/A,N/A,102 min,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt7581170,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
958,David and Goliath,2013,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.3,68,tt3055246,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
959,Saaya,2003,N/A,N/A,135 min,"Drama, Fantasy, Mystery            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,899,tt0371922,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
960,Bansaria,1949,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0377452,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
961,Naan Sirithaal,2020,N/A,N/A,139 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.3,521,tt11138290,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
962,Parbat Ke Us Paar,1988,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.6,5,tt0395702,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
963,Baghdad,1952,N/A,N/A,-,"Adventure, Fantasy            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.5,11,tt0046741,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
964,Donga Kollu,1988,N/A,N/A,98 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.5,25,tt0271468,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
965,Oru Thundu Padam,2013,N/A,N/A,18 min,"Short, Comedy            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,22,tt4582324,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
966,Nippulanti manishi,1986,N/A,N/A,128 min,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8784618,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
967,Neethipathi,1955,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0269613,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
968,Adimai Penn,1969,N/A,N/A,180 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,76,tt0317056,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
969,Abel's Weekend,2020,N/A,N/A,10 min,"Short, Romance            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt11338806,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
970,Ranasthalam,2019,N/A,N/A,125 min,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt11306856,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
971,Rosa I Love You,1990,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0278680,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
972,Taqdeer Ka Sikander,2002,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,6,tt2006247,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
973,Immini Nalloraal,2005,N/A,N/A,-,"Comedy, Romance            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,2.4,116,tt0448552,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
974,Bhagwat Mahima,1955,N/A,N/A,-,Fantasy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0391799,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
975,Unnaipol Oruvan,2009,N/A,N/A,106 min,"Action, Crime, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,8,"5,306",tt1417299,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
976,Adavi Kaachina Vennela,2014,N/A,N/A,129 min,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,17,tt3805052,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
977,Jadni Bansari,1948,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0378121,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
978,Neeyum Naanum,2018,N/A,N/A,136 min,Romance            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.3,25,tt8921800,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
979,Damad Chahiye,1985,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2726950,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
980,Asala Sandadi,1998,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1579732,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
981,My Dear Nancy,2000,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4201922,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
982,Maanagara Kaaval,1991,N/A,N/A,150 min,"Action, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.9,17,tt9030294,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
983,Kasthuriman,2003,N/A,N/A,141 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,296,tt0396684,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
984,Nuvvila,2011,N/A,N/A,139 min,"Comedy, Drama, Romance            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,119,tt2126336,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
985,Kanmadam,1998,N/A,N/A,162 min,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,376,tt0273306,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
986,Dhara 302,2016,N/A,N/A,148 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.4,16,tt5005142,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
987,Nakshatra Poratam,1993,N/A,N/A,143 min,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1579980,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
988,Ye Mantram Vesave,2018,N/A,N/A,123 min,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.9,209,tt7580994,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
989,Vijay IPS,2006,N/A,N/A,-,"Action, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.3,6,tt1675194,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
990,Gautam Govinda,1979,N/A,N/A,131 min,"Action, Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.1,57,tt0214707,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
991,Thoda Pyaar Thoda Magic,2008,N/A,N/A,145 min,"Comedy, Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.9,"2,355",tt1191138,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
992,Aakhri Mohabbat,1994,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3657368,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
993,Ninnila Ninnila,2021,N/A,N/A,118 min,"Comedy, Romance            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.5,731,tt11718526,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
994,Soundarya Pooja,1973,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0277337,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
995,Daiva Kuzhandigal,1973,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt7928150,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
996,Idharkuthane Aasaipattai Balakumara,2013,N/A,N/A,136 min,Comedy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.1,"1,624",tt3219268,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
997,Mohabbat Aur Jung,1967,N/A,N/A,-,"Action, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2761592,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
998,Raktha Tilakam,1988,N/A,N/A,-,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,15,tt0362069,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
999,Bhedi Bungla,1949,N/A,N/A,-,"Comedy, Horror            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0155548,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1000,Brahma Ratham,1949,N/A,N/A,-,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0247226,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1001,Meenava Nanban,1977,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.9,18,tt1431112,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1002,Bhoga Bhagyalu,1981,N/A,N/A,-,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.9,8,tt0186874,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1003,Bharatha Simham,1995,N/A,N/A,131 min,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8698292,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1004,Lakshmi Putrudu,2008,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1575606,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1005,Hanuman Chalisa,1969,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3429820,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1006,Padmavyooham,2012,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2385161,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1007,Taabeer,,N/A,N/A,93 min,"Action, Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1008,Asli Naqli,1986,N/A,N/A,128 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.3,38,tt0358950,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1009,Touhean,1989,N/A,N/A,135 min,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.8,5,tt0364050,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1010,Priyamvadakkoru Pranayageethom,1986,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0352745,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1011,A Separate Sky,2021,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1012,Manwah,2018 Video,N/A,N/A,-,"Short, Music            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9381984,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1013,Antardhwani,,N/A,N/A,105 min,Mystery            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1014,Ezhupunna Tharakan,1999,N/A,N/A,134 min,"Action, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.5,110,tt0250372,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1015,Muthu,1995,N/A,N/A,132 min,"Action, Comedy, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.6,"2,674",tt0140399,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1016,Geethanjali,2013,N/A,N/A,150 min,Thriller            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.8,428,tt3322506,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1017,Paachuvum Albhuthavilakkum,2021,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1018,Dulaara,1994,N/A,N/A,-,"Comedy, Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.7,255,tt0121232,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1019,Sadda Adda,2012,N/A,N/A,130 min,"Comedy, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.1,"1,332",tt1941638,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1020,Agni Jwala,2001,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4966286,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1021,Hukum ka ekka,1964,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3462486,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1022,The Love Style,2021,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13399848,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1023,Nazrana,1987,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,86,tt0093604,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1024,Mathai Kuzhappakkaranalla,2014,N/A,N/A,110 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.1,58,tt4712628,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1025,Bandhana,1984,N/A,N/A,139 min,"Drama, Musical, Romance            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.5,111,tt1392100,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1026,Devudu Chesina Manushulu,2012,N/A,N/A,124 min,"Action, Comedy, Fantasy            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.6,554,tt2342061,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1027,Thangaikkaga,1971,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1445756,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
